id_bien;code_departement_code_commune;numero_voie;b_t_q;type_voie;code_voie;voie;prefix_section;section;numero_plan;lot;surface_carrez;surface_reelle;surface_terrain;type_local;nombre_piece
9303340B490A10548;93033;40;B;PROM;490;MARX DORMOY;;A;105;48;24.35;27;;Appartement;1
930481107275BN366;93048;110;;AV;7275;DU PRESIDENT WILSON;;BN;36;6;63.59;63;;Appartement;3
9305137690CN180160;93051;37;;RUE;690;DU DOCTEUR SUREAU;;CN;180;160;58.38;58;;Appartement;3
93051182040CN477020;93051;18;;RUE;2040;DE LA REPUBLIQUE;;CN;47;7020;18.37;18;;Appartement;1
93066477X711;93066;4;;RUE;77;AUGUSTE POULLAIN;;X;71;1;49.31;47;;Appartement;2
9401931445AX696057;94019;31;;AV;445;MAURICE RAVEL;;AX;69;6057;43.15;44;;Appartement;2
9402198970B3545;94021;98;;BD;970;JEAN MERMOZ;;B;354;5;61.39;87;;Maison;3
940671735G11517;94067;17;;RUE;35;ALLARD;;G;115;17;42.27;41;;Appartement;2
94068694156CN1366;94068;69;;RUE;4156;GARIBALDI;;CN;136;6;64.56;62;;Appartement;3
9407128530AI385309;94071;28;;RUE;530;DE LA FOSSE ROUGE;;AI;385;309;53.7;54;;Appartement;3
9408052B8570D4817;94080;52;B;RUE;8570;DE STRASBOURG;;D;48;17;31.9;31;;Appartement;2
940801147115T1411;94080;114;;AV;7115;DE PARIS;;T;14;11;59.55;60;;Appartement;3
950527550AC10616;95052;7;;RUE;550;NATIONALE;;AC;106;16;40.32;41;;Appartement;3
953066991AL1438207;95306;6;;PL;991;DE L ORME MACAIRE;;AL;1438;207;125.81;74;;Appartement;3
0135416130AX8135;01354;16;;RUE;130;DES HAUTAINS;;AX;8;135;52.58;58;;Appartement;2
040701535BL3113;04070;15;;CHE;35;DES AJONCS;;BL;31;13;73.48;75;;Appartement;4
06030100635AI273681;06030;100;;AV;635;FRANKLIN ROOSEVELT;;AI;273;681;30.28;36;;Appartement;1
06083129860AX85;06083;129;;RUE;860;LONGUE;;AX;8;5;47.38;45;;Appartement;2
0608850390IX15817;06088;50;;RUE;390;ARSON;;IX;158;17;77.62;39;;Appartement;2
0608822280LB29110;06088;2;;RUE;2280;EMMA ET PHILIPPE TIRANTY;;LB;291;10;109.5;113;;Appartement;5
06088521045MP341130;06088;52;;AV;1045;DE LA CALIFORNIE;;MP;341;130;23.4;22;;Appartement;1
0610421380AI17875;06104;213;;AV;80;ARISTIDE BRIAND;;AI;178;75;38.71;40;;Appartement;2
06123148335AW402;06123;148;;IMP;335;FLEURIE;;AW;40;2;83.86;85;;Maison;4
0615515350AV37340;06155;15;;AV;350;DES FRERES ROUSTAN;;AV;373;40;31.11;31;;Appartement;1
070196032B085D47493;07019;6032;;;B085;RIPOTIER HAUT;;D;4749;3;33.01;33;;Appartement;2
11266102A036BH43102;11266;102;;RES;A036;MAISONS DE LA PLAGE;;BH;43;102;37.58;35;;Appartement;3
13205958437821A2079;13205;95;;RUE;8437;SAINT-PIERRE;821;A;207;9;30.86;19;;Appartement;2
1436619749BK42131;14366;19;;RUE;749;JEAN SEBASTIEN BACH;;BK;421;31;49.23;48;;Appartement;2
2210610432BP37224;22106;10;;RUE;432;DE LA PIECE PERROT;;BP;372;24;42.76;43;;Appartement;2
2505612520AB5310;25056;1;;RUE;2520;GRANVELLE;;AB;53;10;87.52;81;;Appartement;4
261082020AK4760;26108;20;;AV;20;ADRIEN FAYOLLE;;AK;47;60;67.73;67;;Appartement;4
2628112130BK5133;26281;12;;RUE;130;DE L ARMILLERIE;;BK;513;3;52.83;51;;Appartement;2
2822999330AT734;28229;99;;RUE;330;DE LA REPUBLIQUE;;AT;73;4;114.09;118;;Maison;5
2A249870A184878;2A249;8;;RUE;70;FRED SCAMARONI;;A;1848;78;61.8;60;;Appartement;2
303517750CR18814;30351;7;;IMP;750;LAENNEC;;CR;188;14;85.24;84;;Appartement;4
3155543688813AB64044;31555;4;;RUE;3688;DES GALLOIS;813;AB;640;44;85.02;85;;Appartement;4
3305863A011AP101363;33058;63;;VGE;A011;DU GENERAL PATTON;;AP;101;363;88.87;70;344;Maison;3
33119191493AN47427;33119;19;;RUE;1493;DU ONZE NOVEMBRE 1918;;AN;474;27;54.89;42;;Appartement;2
33199163B400CV15139;33199;163;B;ALL;400;DE HAURAT;;CV;151;39;64.72;65;;Maison;3
332731456AL36658;33273;14;;RUE;56;FOUNDIOUGNE;;AL;366;58;79.86;79;;Maison;4
3336661211AB50428;33366;61;;RUE;211;DE LA DAUGE;;AB;504;28;60.58;60;;Appartement;3
334151832B35282;33415;18;;RUE;32;DES FRAISIERS;;B;352;82;37;35;;Appartement;2
3412335112CH11417;34123;35;;RUE;112;DES SOURCES;;CH;114;17;107.59;110;;Maison;5
3417293315HL2233;34172;9;;RUE;3315;DE LORRAINE;;HL;223;3;46.95;47;;Appartement;2
3523842750BN5392;35238;4;;RUE;2750;EDMOND LAILLER;;BN;539;2;47.06;45;;Appartement;2
3536091970AE561122;35360;9;;BD;1970;DES ROCHERS;;AE;561;122;78.51;76;;Appartement;4
37261912380BY456105;37261;91;;RUE;2380;GROISON;;BY;456;105;76.11;46;;Appartement;2
381514C434AP2931;38151;4;C;RUE;434;NICEPHORE NIEPCE;;AP;293;1;111.06;102;;Maison;4
3818523760BS2912;38185;2;;PL;3760;JEAN ACHARD;;BS;29;12;127.39;76;;Appartement;4
3856321630AL3239;38563;21;;RUE;630;GENEVOISE;;AL;323;9;77.9;85;;Appartement;4
4413550505AD3341;44135;50;;RUE;505;DE LA GARE;;AD;334;1;37.27;38;;Appartement;2
5145451M4550CI77710;51454;51;M;BD;4550;HENRY VASNIER;;CI;77;710;44.21;44;;Appartement;2
53130102216DC3754;53130;10;;AV;2216;GAL PATTON;;DC;37;54;60.39;58;;Appartement;3
543951524950BI46714;54395;152;;AV;4950;DE STRASBOURG;;BI;467;14;63.52;67;;Appartement;3
62193481310AK8964;62193;48;;RUE;1310;DENEUVILLE;;AK;896;4;29.64;30;;Maison;2
641295530AH35256;64129;5;;RUE;530;DU LYS;;AH;35;256;74.64;69;;Appartement;4
644059172380AW17211;64405;9172;;CHE;380;DE FRANCOY;;AW;172;11;56.73;56;;Appartement;3
6444563605DI2930;64445;6;;BD;3605;RECTEUR JEAN SARRAILH;;DI;29;30;74.55;75;;Appartement;5
65440333220AP27111;65440;33;;CHE;3220;DE LA SENDERE;;AP;271;11;67.48;67;;Appartement;3
6926423240AI2696;69264;23;;RUE;240;BOIRON;;AI;269;6;34.95;35;;Appartement;2
6938161780AO3548;69381;6;;PL;1780;COLBERT;;AO;35;48;46.34;44;;Appartement;1
6938124975AV9146;69381;2;;RUE;4975;MULET;;AV;91;46;32.86;27;;Appartement;1
69388737485BL38;69388;73;;RUE;7485;VILLON;;BL;3;8;31.3;31;;Appartement;1
7213234580AO16812;72132;34;;RUE;580;D HUISNE;;AO;168;12;28.28;34;;Appartement;2
72181172030BN1010;72181;17;;RUE;2030;DE FLORE;;BN;10;10;37.2;36;;Appartement;2
73179250A170AM27923N;73179;250;;RES;A170;STE ANNE;;AM;279;23N;76.81;76;;Appartement;4
732432382200F7594;73243;2382;;RTE;200;DES BAUGES;;F;759;4;35.2;36;;Appartement;2
7401012230BZ18522;74010;1;;FG;2230;SAINTE CLAIRE;;BZ;185;22;35.82;45;;Appartement;2
7401062110DW5176;74010;6;;AV;2110;DES ROMAINS;;DW;5;176;24.9;24;;Appartement;1
7408214546AB4371;74082;145;;ALL;46;DU CLOS FLEURY;;AB;437;1;92.28;97;;Maison;4
74284149175A3732230;74284;149;;;175;RESIDENCES DU MOLE;;A;3732;230;39.98;38;;Appartement;2
7510754332AD15105;75107;5;;RUE;4332;DE GRIBEAUVAL;;AD;15;105;9.87;10;;Appartement;1
751096887AV1812;75109;6;;CITE;887;BERGERE;;AV;18;12;23.53;25;;Appartement;1
7511146730AR102120;75111;4;;RUE;6730;NEUVE POPINCOURT;;AR;102;120;39.73;39;;Appartement;2
75112539047AP10124;75112;53;;BD;9047;SOULT;;AP;10;124;78.56;76;;Appartement;4
7511235222DC1236;75112;3;;PL;5222;LACHAMBEAUDIE;;DC;12;36;98.38;82;;Appartement;3
75114626523AH574;75114;62;;RUE;6523;DU MONTPARNASSE;;AH;57;4;39.6;40;;Appartement;3
75114322572BP313854;75114;32;;RUE;2572;DAREAU;;BP;31;3854;47.82;49;;Appartement;2
7511411A6606CI2211;75114;11;A;RUE;6606;DU MOULIN VERT;;CI;22;11;67.76;70;;Appartement;3
75115332245DF1595;75115;33;;RUE;2245;DU COMMERCE;;DF;159;5;67.06;67;;Appartement;2
75116199990BS20105;75116;19;;RUE;9990;DE L YVETTE;;BS;20;105;106.59;98;;Appartement;3
75117163992DH14411;75117;16;;RUE;3992;GAUTHEY;;DH;144;11;32.25;35;;Appartement;2
75118133440BJ3032;75118;13;;RUE;3440;EUGENE SUE;;BJ;30;32;34.55;30;;Appartement;2
7512027626CT134114;75120;27;;RUE;626;DE BAGNOLET;;CT;134;114;24.36;24;;Appartement;1
76259191200BP49817;76259;19;;RUE;1200;LOUIS PASTEUR;;BP;498;17;86;86;;Appartement;4
7625922544BW143190;76259;225;;RUE;44;ANITA CONTI;;BW;143;190;62.06;62;;Appartement;3
771141Q120AB241;77114;1;Q;RUE;120;CHARLES PATHE;;AB;24;1;87.31;87;;Appartement;4
77152114490AS466115;77152;114;;RUE;490;LIEUTENANT MOISANT;;AS;466;115;32.45;32;;Appartement;1
773074494ZA11255;77307;4;;ALL;494;DE VARSOVIE;;ZA;112;55;55.03;56;;Appartement;2
77373128260AW13873;77373;128;;AV;260;CHARLES ROUXEL;;AW;138;73;30.74;32;;Appartement;1
774076639AW695120;77407;6;;RUE;639;PAUL GAUGUIN;;AW;695;120;30.45;30;;Appartement;1
7814661960AO3817;78146;61;;RUE;960;JULES FERRY;;AO;381;7;53.96;53;;Appartement;2
78358632020AW26520;78358;63;;RUE;2020;SAINT NICOLAS;;AW;265;20;49;30;;Appartement;2
78383884AS23537;78383;8;;RUE;84;DES BAUX;;AS;235;37;46.39;46;;Appartement;2
7841848530AV4881;78418;48;;RUE;530;PIERRE LOUIS GUYARD;;AV;488;1;53.7;54;;Maison;3
7842391945AK42676;78423;9;;RUE;1945;MARGUERITE YOURCENAR;;AK;426;76;26.78;22;;Appartement;1
784908438AM129124;78490;8;;RUE;438;MICHEL ANGE;;AM;129;124;84.5;78;;Maison;4
78551131490AI3271;78551;13;;RUE;1490;DE PONTOISE;;AI;327;1;56.6;58;;Appartement;2
831371753460BV4454;83137;175;;BD;3460;GRIGNAN;;BV;445;4;66.79;64;;Appartement;4
8400370333AT518;84003;70;;RUE;333;DU DOC ANDARELLI;;AT;5;18;71;67;;Appartement;4
883192360AE537;88319;2;;RUE;360;DE LA LIBERATION;;AE;53;7;94.44;75;;Appartement;3
884138860AT2127;88413;88;;RUE;60;D ALSACE;;AT;21;27;27;24;;Appartement;2
911324T20A16251;91132;4;T;RUE;20;DU CDT MAURICE ARNOUX;;A;1625;1;33.34;35;;Appartement;2
9134522845AK13482145;91345;22;;RUE;845;GUSTAVE CAILLEBOTTE;;AK;1348;2145;80.83;79;;Maison;3
914251173AE3394;91425;11;;ALL;73;DES CERISIERS;;AE;339;4;63.8;63;;Maison;3
914775A171AE3045;91477;5;;DOM;A171;DE LA BUTTE DES GRANGES;;AE;304;5;79.57;80;;Maison;5
9154924570AN30472;91549;24;;AV;570;CHARLIE CHAPLIN;;AN;304;72;83.44;82;;Appartement;4
91687302230AK20641;91687;30;;BD;2230;HUSSON;;AK;206;41;120.75;135;;Maison;5
92051215645B1625;92051;215;;BD;645;BINEAU;;B;16;25;43.01;40;;Appartement;2
9206258111AC1242;92062;5;;RUE;8111;RABELAIS;;AC;124;2;37.61;37;;Appartement;1
920637T2130AH621115;92063;7;T;RUE;2130;JULES PARENT;;AH;621;115;98.63;98;;Appartement;4
92075226120H23219;92075;22;;RUE;6120;MARCEAU;;H;232;19;73.65;73;;Appartement;3
94003149660G20423;94003;14;;AV;9660;VLADIMIR ILLITCH LENINE;;G;204;23;37.08;37;;Appartement;2
94059790AM511;94059;7;;CHE;90;DU BOIS L ABBE;;AM;5;11;64.27;65;;Appartement;3
95018164070BK1684;95018;16;;RUE;4070;PAUL VAILLANT COUTURIER;;BK;168;4;77.99;76;;Appartement;4
9722076851FA071C185139;972207;6851;F;RES;A071;BARINGTHON - LA CHASSAING;;C;1851;39;71.5;70;;Appartement;3
97440845D320BI3311;974408;45;D;AV;320;DE PORT LOUIS;;BI;331;1;85.7;85;;Appartement;3
01173348650AM6350;01173;348;;RUE;650;DE PRE BAILLY;;AM;63;50;77.86;77;;Appartement;4
0120244315AC16324;01202;44;;RUE;315;PASTEUR;;AC;163;24;71.29;71;;Appartement;3
024081535AV80430;02408;1;;RUE;535;CONDORCET;;AV;804;30;88.5;90;;Appartement;5
0272241192BW6922;02722;4;;PL;1192;DE LAON;;BW;69;22;68.95;72;;Appartement;3
0332184990BP18358;03321;84;;RTE;990;DE LYON;;BP;183;58;58.46;59;;Appartement;3
0506142280CP9825;05061;4;;CRS;2280;VICTOR HUGO;;CP;98;25;43.36;45;;Appartement;2
0600421170CM60229;06004;2;;RUE;1170;FONTAINE DU PIN;;CM;60;229;43.7;43;;Appartement;2
06027251405BC20839;06027;25;;AV;1405;GENERAL LECLERC;;BC;208;39;33.25;32;;Appartement;1
06088255570IR513547;06088;25;;RUE;5570;DE ROQUEBILLIERE;;IR;513;547;56.89;56;;Appartement;3
060885T4275LS14317;06088;5;T;AV;4275;MIRABEAU;;LS;143;17;37.98;40;;Appartement;1
06108700130AZ12936;06108;700;;BD;130;DU 8 MAI;;AZ;129;36;113.23;114;;Maison;6
0612726091AH72127;06127;260;;AV;91;CHARLES DE CAQUERAY;;AH;721;27;40.56;50;;Appartement;3
06155333736AT192158;06155;333;;AV;736;PIERRE SEMARD;;AT;192;158;49.82;50;;Appartement;3
073467592AP1113;07346;75;;RUE;92;GRANDE RUE;;AP;111;3;54.23;60;;Appartement;2
08105831420AV5709;08105;83;;BD;1420;GAMBETTA;;AV;570;9;88.17;74;;Appartement;4
0810563220CD1401;08105;6;;QUAI;3220;DE LA PORTE NOIRE;;CD;140;1;49.33;49;;Appartement;2
0836235640AB23210;08362;35;;RUE;640;JEAN GERSON;;AB;232;10;64.64;65;;Appartement;3
08362141020AH3408;08362;14;;RUE;1020;PIERRE CURIE;;AH;340;8;32.05;30;;Appartement;1
1117015623AY19516;11170;156;;PL;23;DE LA BONANCE;;AY;19;516;26.18;28;;Appartement;1
13207293775834A14711;13207;29;;RUE;3775;DES FRERES PECCHINI;834;A;147;11;33.69;37;;Appartement;2
13213148A625884C497148;13213;148;;;A625;LE MONT RIANT;884;C;497;148;108.52;108;;Maison;6
132131976643884D141;13213;197;;AV;6643;DES OLIVES;884;D;14;1;89.08;70;;Appartement;3
1321352030884M1087;13213;5;;IMP;2030;CHANTOISEL;884;M;108;7;54.24;70;;Appartement;3
2705633480AR2023;27056;33;;RUE;480;GENERAL DE GAULLE;;AR;202;3;73.3;71;;Appartement;4
27229831248AY21028;27229;83;;RUE;1248;DE LA FORET;;AY;210;28;65.47;65;;Appartement;3
280856720AY19514;28085;6;;RUE;720;CHARLES VICTOR GAROLA;;AY;195;14;118.77;120;;Appartement;4
2901944498AI22836;29019;4;;RUE;4498;RAMEAU;;AI;228;36;74.6;70;;Appartement;4
2901961025IT411;29019;6;;RUE;1025;COLONEL FONFERRIER;;IT;4;11;50.39;49;;Appartement;3
300039369570AN1105;30003;9369;;RUE;570;DU VISTRE;;AN;1;105;19.74;20;;Appartement;1
300323630AZ25217;30032;36;;RUE;30;BARBES;;AZ;252;17;68.45;68;;Appartement;3
3123214200B123547;31232;14;;CHE;200;DU TOURRET;;B;1235;47;85.3;85;;Maison;4
3300943850AE40459;33009;43;;AV;850;GENERAL DE GAULLE;;AE;404;59;85.13;88;;Appartement;3
3336661211AB50416;33366;61;;RUE;211;DE LA DAUGE;;AB;504;16;43.22;42;;Appartement;2
335279002454BG2155;33527;9002;;RUE;454;DES TILLEULS;;BG;215;5;72.31;73;;Maison;3
34057167370AS28132;34057;167;;IMP;370;DES DAHLIAS;;AS;281;32;74.76;75;;Appartement;4
351887370AE31912;35188;7;;RUE;370;L ETANG DE LA CANE;;AE;319;12;29.75;36;;Appartement;1
3712221245BM5812;37122;2;;RUE;1245;MESSAGER;;BM;58;12;82.73;81;;Appartement;5
37261121500CM82019;37261;12;;RUE;1500;DU DOCTEUR FOURNIER;;CM;820;19;51.17;49;;Appartement;2
3800631780AD513;38006;31;;AV;780;DE SAVOIE;;AD;5;13;94.41;90;;Appartement;4
38185194810CS6930;38185;19;;BD;4810;MAL JOFFRE;;CS;69;30;79.38;80;;Appartement;4
3818541B50HZ352;38185;41;B;RUE;50;ABBE GREGOIRE;;HZ;35;2;89.33;82;;Appartement;3
38397394AV71;38397;3;;ALL;94;DES DAUPHINS;;AV;7;1;79.18;88;;Appartement;5
4026621084AB116344;40266;210;;RTE;84;DU TAILLEUR;;AB;1163;44;49.3;53;;Appartement;2
422231910AL6046;42223;19;;RUE;10;ANTOINE BONHOMME;;AL;604;6;85.68;81;;Appartement;4
4403524213BP7181019;44035;2;;RUE;4213;DE LA MONGENDRIERE;;BP;718;1019;45.14;45;;Appartement;2
44055151870BY16138;44055;15;;AV;1870;JOSSELIN;;BY;161;38;24.02;29;;Appartement;1
44109134472HM45727;44109;13;;RUE;4472;JEAN JACQUES ROUSSEAU;;HM;457;27;97.21;96;;Appartement;4
450288930F101313;45028;8;;RUE;930;DE LA SIRENE;;F;1013;13;0.5;18;;Appartement;1
49099404764CV4141;49099;40;;RUE;4764;DES VOSGES;;CV;414;1;29.96;29;;Appartement;1
500255293AN9724;50025;5;;RUE;293;DE LA CHAUSSONNIERE;;AN;97;24;86.2;89;;Appartement;4
5415042340AB93311;54150;42;;RUE;340;DU GENERAL LECLERC;;AB;933;11;93.09;92;;Appartement;3
54395574300BW1645;54395;57;;RUE;4300;DES QUATRE EGLISES;;BW;164;5;81.28;83;;Appartement;3
5439555110CI68050;54395;5;;RUE;5110;DE TURIQUE;;CI;680;50;27.36;27;;Appartement;1
5619317447AV29032;56193;17;;RUE;447;DES SARDINIERS;;AV;290;32;50.91;51;;Maison;3
5938688450A939204;59386;88;;RUE;450;DE LILLE;;A;939;204;44.63;44;;Appartement;2
6008620150AB56134;60086;20;;RUE;150;DU LION BLEU;;AB;561;34;83.42;69;;Appartement;4
605004536AH17512;60500;45;;RUE;36;DE BILLY;;AH;175;12;60.78;60;;Appartement;3
62041531880AB13095;62041;53;;PL;1880;GRAND PLACE;;AB;1309;5;74.04;78;;Appartement;3
6210821750CI1013;62108;21;;AV;750;DU GENERAL DE GAULLE;;CI;101;3;68.45;71;;Appartement;3
64102261745AV10837;64102;26;;AV;1745;DE MOUNEDE;;AV;108;37;33.79;53;;Appartement;2
643486422AI18669;64348;6;;BD;422;CHARLES DE GAULLE;;AI;186;69;47.59;47;;Appartement;2
660179001A092AA9421;66017;9001;;RES;A092;LES MARINES III;;AA;94;21;20.24;22;;Appartement;2
6613611450AK4222;66136;1;;RUE;1450;DUGOMMIER;;AK;422;2;36.92;36;;Appartement;2
690131955124C14673;69013;1955;;RTE;124;DU TOLERON;;C;1467;3;53.6;60;;Appartement;3
69149108510AK19116;69149;108;;;510;GRANDE RUE;;AK;191;16;81.84;92;;Appartement;3
6919972440AC43617;69199;72;;AV;440;JEAN JAURES;;AC;436;17;70.09;69;;Appartement;3
69266583070BO1786;69266;58;;RUE;3070;PAUL LAFARGUE;;BO;178;6;42.1;42;;Appartement;2
6926638300BR392727;69266;38;;RUE;300;DE LA BAISSE;;BR;39;2727;33.37;32;;Appartement;1
69266192030CL30882;69266;19;;BD;2030;HONORE DE BALZAC;;CL;308;82;18.06;18;;Appartement;2
692778A700BB3801;69277;8;A;RUE;700;PARMENTIER;;BB;380;1;60.52;59;;Appartement;3
692901190DI26106;69290;11;;RUE;90;ARISTIDE BRIAND;;DI;26;106;69.48;69;;Appartement;3
6938175480AB56;69381;7;;RUE;5480;PIERRE DUPONT;;AB;5;6;43.85;13;;Appartement;1
730315320B234529;73031;5;;RUE;320;SAINTE THERESE;;B;2345;29;53.49;53;;Appartement;2
732271332575AB58159;73227;133;;RUE;2575;DE PLANTRET;;AB;581;59;32.1;34;;Appartement;1
74173670193AC12221;74173;670;;RTE;193;DU CRET;;AC;122;21;44.75;45;;Appartement;2
751021428525AM9730;75102;142;;RUE;8525;SAINT DENIS;;AM;97;30;27.65;26;;Appartement;2
7510330759AT788;75103;30;;RUE;759;BEAUBOURG;;AT;78;8;43.52;42;;Appartement;3
75105107911AK1061;75105;10;;RUE;7911;DE QUATREFAGES;;AK;106;1;68.01;60;;Appartement;3
7510846487BD119;75108;46;;RUE;487;D ARTOIS;;BD;1;19;45.52;45;;Appartement;2
7511039B4293BT11157;75110;39;B;RUE;4293;LA GRANGE AUX BELLES;;BT;11;157;31.32;31;;Appartement;1
751111306858AT4419;75111;130;;RUE;6858;OBERKAMPF;;AT;44;19;35.82;36;;Appartement;1
75111947380CL133;75111;94;;AV;7380;PHILIPPE AUGUSTE;;CL;1;33;33.14;30;;Appartement;2
75112363313CT4354;75112;36;;RUE;3313;ERARD;;CT;43;54;15.31;17;;Appartement;1
7511388109BH4113;75113;8;;RUE;8109;DE REIMS;;BH;41;13;34.46;25;;Appartement;2
75114535922AI5449;75114;53;;AV;5922;DU MAINE;;AI;54;49;59.71;60;;Appartement;3
75115781595AI7416;75115;78;;RUE;1595;CASTAGNARY;;AI;74;16;47.84;46;;Appartement;2
7511736803CO694;75117;3;;RUE;6803;NOLLET;;CO;69;4;19.52;21;;Appartement;1
75118156036DA3052;75118;15;;RUE;6036;MARC SEGUIN;;DA;30;52;40.75;40;;Appartement;2
75119668896ER2546;75119;66;;AV;8896;SECRETAN;;ER;25;46;54.01;50;;Appartement;2
7625931550AX2823;76259;3;;RUE;1550;DES RENELLES;;AX;28;23;47.5;47;;Appartement;2
772961512950AM4386;77296;151;;RUE;2950;DE SEVILLE;;AM;438;6;47.22;46;;Appartement;2
7824214115AC334501;78242;14;;RUE;115;CESAR FRANCK;;AC;334;501;46.05;45;;Appartement;2
784816A002AP1401027;78481;6;;RES;A002;DES THERMES;;AP;140;1027;56.06;57;;Appartement;2
78551101590AI27811;78551;10;;RUE;1590;DE LA REPUBLIQUE;;AI;278;11;46.65;40;;Appartement;2
785869B2870BM31810;78586;9;B;AV;2870;DE LA REPUBLIQUE;;BM;318;10;66.51;73;;Appartement;4
82124275820C18561;82124;275;;RUE;820;PIERRE BONHOURE;;C;1856;1;82.65;86;;Maison;4
830475180AK2102;83047;5;;AV;180;LIEUTENANT JEAN TOUCAS;;AK;210;2;55.44;36;;Appartement;3
83069481220BW569;83069;48;;AV;1220;DES ILES D OR;;BW;56;9;64.48;75;;Appartement;3
831379370CK301362;83137;9;;RUE;370;D ANTRECHAUS;;CK;301;362;23.4;22;;Appartement;1
831371785565CX45913;83137;178;;BD;5565;DE PARIS;;CX;459;13;65.05;65;;Appartement;3
8403578879CK44725;84035;78;;AV;879;JEAN JAURES;;CK;447;25;48.13;46;;Appartement;2
8408945740BV1262;84089;45;;RUE;740;GALANTE;;BV;126;2;35.05;35;;Appartement;2
8619483680AP541110;86194;8;;RUE;3680;DE QUINCAY;;AP;541;110;65.31;65;;Appartement;3
8708531446LM19130;87085;3;;RUE;1446;DES CROUZILLOUX;;LM;19;130;70.09;69;;Maison;3
911619885AL56140;91161;9;;AV;885;DE L ILE DE FRANCE;;AL;56;140;91.74;97;;Appartement;5
911754630Z14414;91175;46;;RUE;30;DES MONTCEAUX;;Z;144;14;20.04;20;;Appartement;1
91639115AE25225;91639;1;;CHE;15;DE L ABREUVOIR;;AE;252;25;28.18;28;;Appartement;2
92014269640M860;92014;26;;AV;9640;VICTOR HUGO;;M;8;60;44.56;45;;Appartement;2
920248640J3811;92024;86;;RUE;40;D ALSACE;;J;38;11;65.65;65;;Appartement;3
92026607184C324404;92026;60;;AV;7184;PUVIS DE CHAVANNES;;C;324;404;59.55;59;;Appartement;3
92062235172M2161192;92062;23;;RUE;5172;LOUIS POUEY;;M;216;1192;27.89;28;;Appartement;1
92062158525Y10624;92062;15;;RUE;8525;SAULNIER;;Y;106;24;33.87;34;;Appartement;2
920631171250AD14750;92063;117;;RUE;1250;ESTIENNE D ORVES;;AD;147;50;22.42;22;;Appartement;1
92063192317AV476107;92063;19;;RUE;2317;LOUIS  BLERIOT;;AV;476;107;69;70;;Appartement;3
92073125040AP322107;92073;12;;RUE;5040;KELLOG;;AP;322;107;50.75;50;;Appartement;2
93001106085AX22424;93001;10;;RUE;6085;LEGER FELICITE SONTHONAX;;AX;224;24;66.02;65;;Appartement;3
930011448120BD81108;93001;144;;AV;8120;DE LA REPUBLIQUE;;BD;81;108;35.97;40;;Appartement;2
9303238935BK141101;93032;38;;RUE;935;EDOUARD MANET;;BK;141;101;82;77;;Maison;5
94033109640O2892;94033;10;;AV;9640;VICTOR HUGO;;O;289;2;61.71;55;;Appartement;3
940331828145Z620;94033;182;;AV;8145;DE LA REPUBLIQUE;;Z;6;20;18.9;19;;Appartement;1
94034138575K1978011;94034;13;;MAIL;8575;STEPHANE HESSEL;;K;197;8011;61.95;61;;Appartement;3
94046153551H34202;94046;15;;IMP;3551;FIOCRE;;H;34;202;33.86;35;;Appartement;2
94052545050AI16410;94052;54;;AV;5050;KLEBER;;AI;164;10;53.42;52;;Appartement;3
940791953AK29912;94079;1;;RUE;953;DU ONZE NOVEMBRE 1918;;AK;299;12;64.2;60;;Appartement;2
940801644715I22951;94080;164;;RUE;4715;DE LA JARRY;;I;229;51;59.2;60;;Appartement;3
9408043560O1941;94080;4;;AV;3560;FOCH;;O;194;1;148.48;89;;Appartement;3
952199C1690AB672;95219;9;C;RUE;1690;REJANE;;AB;67;2;67.18;66;;Maison;4
9722075868FB220W8681;972207;5868;F;;B220;MORNE CARETTE;;W;868;1;99.07;99;;Maison;4
0100454B120AO105710;01004;54;B;RUE;120;ARISTIDE BRIAND;;AO;1057;10;70.45;75;;Appartement;3
013543475AX262;01354;34;;RUE;75;DES ECOLES;;AX;26;2;138.05;101;;Maison;5
01399183110AK80105;01399;183;;RUE;110;DU VIEUX BOURG;;AK;80;105;45.12;30;;Appartement;1
040067263A028B21037;04006;7263;;RES;A028;LA PETITE OURSE 2;;B;2103;7;26.41;26;;Appartement;1
040707745AK5124;04070;7;;PL;745;GENERAL DE GAULLE;;AK;51;24;22.9;39;;Appartement;1
0600431670BP1994;06004;3;;RUE;1670;JAMES CLOSE;;BP;199;4;19.42;20;;Appartement;1
06004712783BT335109;06004;71;;BD;2783;DU PRESIDENT WILSON;;BT;335;109;47.78;52;;Appartement;2
060117340AH18460;06011;7;;RUE;340;PAUL DOUMER;;AH;184;60;84.5;80;;Appartement;3
060835811BH34849;06083;58;;AV;11;DES ACACIAS;;BH;348;49;36.54;37;;Appartement;1
06088123740KW101;06088;12;;AV;3740;LOUIS COCHOIS;;KW;10;1;73.6;78;;Appartement;4
06094416AC51321;06094;4;;PL;16;DU   MERCANTOUR;;AC;513;21;21.04;22;;Appartement;1
061553400BV1243;06155;3;;RUE;400;DE LA GENDARMERIE;;BV;124;3;41.98;45;;Appartement;2
0810547620AV11684;08105;47;;AV;620;CHARLES BOUTET;;AV;1168;4;50;56;;Appartement;2
1026851680AD33;10268;5;;AV;1680;PASTEUR;;AD;3;3;49.8;49;;Appartement;2
1038734450CM1484;10387;3;;RUE;4450;DE LA PROVIDENCE;;CM;148;4;119.77;74;;Appartement;2
